Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,Notebook,4.0,1.8,10.695781181367428,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Acer,Notebook,8.0,2.04,10.658921971998408,0,0,141.21199808219862,Intel Core i5,1000.0,256.0,Nvidia,Windows
MSI,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Acer,Notebook,4.0,2.1,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
Dell,Notebook,4.0,2.25,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,AMD,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Windows
Dell,Notebook,4.0,2.18,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
Acer,Notebook,8.0,2.19,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,16.0,Intel,Others
HP,Ultrabook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
Acer,2 in 1 Convertible,8.0,1.6,10.882315804880689,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Ultrabook,8.0,2.04,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Dell,2 in 1 Convertible,8.0,2.3,10.97315700921406,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,8.0,1.96,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Ultrabook,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.3,11.049906436113686,0,0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Windows
Lenovo,Ultrabook,8.0,2.04,10.882315804880689,0,1,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
HP,Notebook,4.0,1.96,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel%%,Others
Dell,Notebook,4.0,2.18,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Others
Lenovo,Notebook,8.0,1.95,10.975895486507364,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,2.25,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,AMD,Others
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,AMD Processor,500.0,0.0,AMD,Windows
Toshiba,Ultrabook,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,2.18,10.463245044716745,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
MSI,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Ultrabook,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel%%,Windows
HP,Ultrabook,8.0,1.54,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Apple,Ultrabook,8.0,2.04,11.036037392231934,0,1,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Mac
Toshiba,Notebook,8.0,2.04,10.882315804880689,1,1,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,6.0,2.04,10.460211528926417,0,1,127.33567457123112,AMD Processor,0.0,0.0,AMD,Windows
Dell,Ultrabook,8.0,2.04,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
MSI,Gaming,8.0,1.8,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.02,11.17598591917709,0,0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Dell,2 in 1 Convertible,8.0,2.19,11.144911042902732,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.3,10.882315804880689,1,0,141.21199808219862,Intel Core i3,1000.0,0.0,&&Intel,Windows
HP,Notebook,8.0,1.86,10.435465480609668,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Dell,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Others
Dell,Notebook,8.0,2.0,10.475348066887989,0,0,141.21199808219862,Intel Core i3,0.0,256.0,Intel,Windows
Samsung,Ultrabook,8.0,2.04,11.288114524334732,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,4.0,2.04,10.862092668762644,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,1.79,10.58221121243035,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
Lenovo,Notebook,6.0,2.2,10.882315804880689,0,0,141.21199808219862,AMD Processor,0.0,256.0,AMD,Windows
HP,Notebook,8.0,1.63,10.732493415479688,0,0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Notebook,4.0,1.65,10.882315804880689,0,0,141.21199808219862,AMD Processor,0.0,64.0,AMD,Windows
Dell,Gaming,8.0,2.04,10.683645110085203,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Asus,Notebook,8.0,2.3,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Nvidia,Others
HP,Notebook,4.0,2.04,10.60095339424009,0,1,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,Intel Core i7,1000.0,128.0,Nvidia,Windows
HP,Notebook,8.0,2.04,10.94064137183354,0,1,127.33567457123112,Intel Core i7,1000.0,0.0,Nvidia,Windows
HP,Notebook,4.0,2.1,10.480567504600335,0,0,141.21199808219862,Intel Core i3,500.0,0.0,Intel,Windows
MSI,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
HP,Ultrabook,8.0,2.04,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,128.0,Intel,Others
HP,Ultrabook,8.0,2.04,11.172247597066484,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,1.9,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,1000.0,0.0,Intel,Others
Lenovo,Gaming,8.0,2.04,11.047982926769505,0,1,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Toshiba,Ultrabook,8.0,2.04,10.882315804880689,0,1,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.3,10.790103923492092,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,4.0,2.04,10.525211768465944,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Ultrabook,8.0,1.84,11.211900368986475,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Asus,Gaming,8.0,2.2,11.198054049689478,0,0,127.33567457123112,Intel Core i5,1000.0,128.0,Nvidia,Windows
HP,Notebook,4.0,2.04,10.56311104105693,0,1,141.21199808219862,Intel Core i5,0.0,128.0,Intel,Windows
Asus,Gaming,8.0,2.04,10.81931097523836,0,0,127.33567457123112,Intel Core i5,1000.0,128.0,Nvidia,Windows
Dell,Notebook,8.0,2.02,10.607562803627763,0,0,141.21199808219862,Intel Core i5,0.0,0.0,AMD,Windows
Asus,2 in 1 Convertible,8.0,2.04,11.030873869571886,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Others
Lenovo,2 in 1 Convertible,8.0,1.74,10.776844060703754,0,1,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
HP,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,Intel Core i7,1000.0,0.0,AMD,Windows
Asus,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,AMD Processor,1000.0,256.0,AMD,Windows
Acer,Notebook,4.0,2.04,10.882315804880689,0,0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Windows
Lenovo,Ultrabook,8.0,2.04,10.882315804880689,0,1,157.3505121487356,Intel Core i7,0.0,0.0,Intel,Windows
Lenovo,Notebook,8.0,2.04,10.645680750246626,0,0,141.21199808219862,Intel Core i5,0.0,0.0,AMD,Windows
Lenovo,Ultrabook,8.0,1.7,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.02,11.016447617817454,0,0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Windows
Acer,Ultrabook,8.0,1.8,10.79884714858782,0,1,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Mediacom,Notebook,4.0,2.04,10.882315804880689,0,1,157.3505121487356,Other Intel Processor,0.0,32.0,Intel,Windows
HP,Ultrabook,8.0,1.54,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Gaming,8.0,2.04,10.671359943290623,0,1,141.21199808219862,Intel Core i5,1000.0,128.0,Nvidia,Others
Lenovo,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Toshiba,Ultrabook,4.0,2.04,10.969494001455322,0,0,141.21199808219862,Intel Core i5,0.0,128.0,Intel,Windows
Asus,Notebook,8.0,2.3,10.643789274649537,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,4.0,1.96,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,1000.0,0.0,Intel,Windows
Lenovo,Notebook,6.0,2.04,10.83096982484206,0,0,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
Dell,Notebook,4.0,2.04,10.46628456073464,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,AMD,Windows
Asus,Gaming,8.0,2.3,10.882315804880689,0,1,141.21199808219862,Intel Core i5,1000.0,128.0,Nvidia,Windows
Dell,2 in 1 Convertible,8.0,2.191,10.882315804880689,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.15,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Others
Dell,Notebook,8.0,2.06,10.837272366712863,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Lenovo,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Others
Dell,Notebook,4.0,2.2,10.629713546415353,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,AMD,Windows
Dell,Notebook,8.0,1.9,11.047982926769505,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Gaming,8.0,2.04,10.776844060703754,0,1,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Dell,Notebook,4.0,2.3,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,AMD,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Apple,Ultrabook,8.0,1.83,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Mac
Acer,Gaming,8.0,2.04,10.716080385838357,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
HP,Notebook,8.0,2.05,10.882315804880689,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Intel,Windows
HP,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,2.25,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Lenovo,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Others
Dell,Notebook,8.0,1.98,10.772395917628929,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Others
Asus,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
HP,Notebook,6.0,2.04,10.882315804880689,0,0,141.21199808219862,AMD Processor,0.0,0.0,AMD,Windows
Lenovo,Notebook,8.0,1.7,11.19373786463554,0,0,157.3505121487356,Intel Core i5,0.0,180.0,Intel,Windows
Apple,Ultrabook,8.0,1.83,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Mac
Lenovo,Notebook,8.0,1.58,11.275358392990295,0,1,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,2.09,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Others
Dell,Notebook,8.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Windows
Dell,Netbook,4.0,2.04,10.882315804880689,0,0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Others
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,1000.0,0.0,Intel,Others
HP,Ultrabook,8.0,1.54,10.882315804880689,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Asus,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,AMD Processor,1000.0,256.0,AMD,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i3,500.0,0.0,Intel,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
MSI,Gaming,8.0,2.04,11.058781074545012,0,0,127.33567457123112,Intel Core i7,1000.0,128.0,Nvidia,Windows
Dell,Notebook,8.0,2.04,10.71371352082809,0,0,141.21199808219862,Intel Core i5,1000.0,128.0,AMD,Windows
HP,Workstation,8.0,1.9,11.28544251205692,0,0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Windows
Dell,Notebook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,AMD,Others
Acer,Notebook,4.0,2.1,10.882315804880689,0,0,141.21199808219862,AMD Processor,500.0,0.0,AMD,Windows
Asus,Notebook,6.0,2.0,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,256.0,Nvidia,Windows
HP,Notebook,8.0,2.04,11.065637862008224,0,0,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
Mediacom,Notebook,4.0,2.04,10.882315804880689,0,0,157.3505121487356,Other Intel Processor,0.0,32.0,Intel,Windows
Lenovo,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
HP,Netbook,8.0,2.04,11.277383368370064,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,2.18,10.504965265847654,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,AMD,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,4.0,2.1,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Windows
Lenovo,Ultrabook,6.0,1.54,10.698190821087582,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
HP,Notebook,4.0,1.63,10.510802297245792,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
Lenovo,Notebook,4.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i3,500.0,0.0,Intel,Others
Lenovo,Notebook,8.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
HP,Ultrabook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Ultrabook,8.0,1.8,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Gaming,8.0,2.04,10.977716980635757,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i3,500.0,0.0,AMD,Windows
Dell,Gaming,8.0,2.04,11.030873869571886,0,1,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
Dell,Ultrabook,8.0,2.04,11.254189968552817,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.05,10.50497986449436,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
HP,Notebook,8.0,2.04,10.78900562574303,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Lenovo,Gaming,8.0,2.04,11.144911042902732,0,1,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Dell,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.3,10.7215735450074,0,1,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
HP,Workstation,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,11.064804181259648,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Ultrabook,4.0,2.04,11.101648299531258,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Gaming,8.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Microsoft,Ultrabook,4.0,2.04,10.872255357854844,1,0,141.21199808219862,Other Intel Processor,0.0,128.0,Intel,Windows
Dell,Gaming,8.0,2.04,10.868202667404224,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Asus,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Windows
Lenovo,Gaming,8.0,2.04,10.683645110085203,0,1,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Dell,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Gaming,8.0,2.04,10.9867750135825,0,1,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
Acer,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,16.0,Intel,Others
Apple,Ultrabook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Mac
Dell,2 in 1 Convertible,4.0,1.71,10.450993742936223,1,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i5,0.0,0.0,Intel,Windows
Acer,2 in 1 Convertible,8.0,1.6,10.510802297245792,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Nvidia,Windows
Asus,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
HP,Notebook,8.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Others
Apple,Ultrabook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,0.0,Intel,Mac
Dell,Notebook,8.0,2.04,10.964896292206694,0,0,127.33567457123112,Intel Core i5,1000.0,128.0,AMD,Windows
Toshiba,Notebook,8.0,2.2,10.925417481232904,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Netbook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,128.0,Intel,Windows
Microsoft,Ultrabook,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Ultrabook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Acer,Gaming,8.0,2.04,11.114428026177658,0,1,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
HP,Notebook,4.0,2.1,10.882315804880689,0,0,141.21199808219862,Intel Core i3,500.0,0.0,Intel,Others
Asus,Ultrabook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.2,10.660172753900062,0,0,141.21199808219862,Intel Core i5,0.0,256.0,AMD,Windows
MSI,Gaming,8.0,2.2,11.02220830408089,0,0,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
HP,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.2,10.490273717104664,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,AMD,Windows
Lenovo,Notebook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
Lenovo,Notebook,8.0,1.99,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,4.0,1.95,10.56846856468972,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
Toshiba,Notebook,8.0,2.2,11.219074000897615,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.06,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Gaming,8.0,2.04,10.882315804880689,0,1,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,8.0,2.31,11.00021005668577,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Asus,Ultrabook,8.0,1.7,10.860047678274915,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Dell,Notebook,4.0,2.3,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
Asus,Notebook,8.0,2.0,11.171498252707703,0,0,157.3505121487356,Intel Core i7,1000.0,256.0,Intel,Windows
Lenovo,Gaming,8.0,2.04,11.02220830408089,0,1,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Others
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Others
Asus,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Windows
Microsoft,Ultrabook,8.0,2.04,11.17598591917709,1,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,1.6,11.06979587215689,0,0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Acer,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
Dell,2 in 1 Convertible,4.0,2.04,10.882315804880689,1,0,135.0942111925629,Other Intel Processor,0.0,128.0,Intel,Windows
Acer,Notebook,8.0,2.04,10.633572072102885,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Others
Asus,Notebook,4.0,2.0,10.882315804880689,0,0,127.33567457123112,Intel Core i3,1000.0,0.0,Nvidia,Windows
Dell,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,256.0,Intel,Windows
Asus,2 in 1 Convertible,8.0,2.2,10.580858947180335,1,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Dell,Ultrabook,8.0,2.04,10.837272366712863,0,1,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Windows
Toshiba,Ultrabook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.04,10.594300009749354,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,AMD,Windows
Lenovo,Notebook,4.0,2.1,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Windows
HP,Notebook,8.0,2.04,10.419692282932576,0,0,141.21199808219862,AMD Processor,0.0,0.0,AMD,Windows
HP,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,1000.0,0.0,Intel,Windows
Dell,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,127.33567457123112,Intel Core i5,1000.0,0.0,&&Nvidia,Windows
Asus,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,1000.0,0.0,Intel,Windows
Lenovo,Notebook,8.0,2.2,10.776844060703754,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.3,10.93172544442196,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Toshiba,Notebook,8.0,2.0,10.732493415479688,0,1,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
HP,Netbook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Apple,Ultrabook,8.0,2.04,11.034319178750795,0,1,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Mac
Lenovo,Notebook,6.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,128.0,Nvidia,Windows
MSI,Gaming,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Dell,Workstation,8.0,2.23,10.882315804880689,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,11.144911042902732,1,1,141.21199808219862,Other Intel Processor,0.0,256.0,Intel,Windows
Acer,Netbook,4.0,2.04,10.882315804880689,0,0,135.0942111925629,Other Intel Processor,0.0,128.0,Intel,Windows
